1, 1.3663
0, 0.24914
1, 1.08929
0, 1.20299
1, 1.55333
1, 0.720347
1, 1.04988
1, 0.269006
1, 0.842596
0, 0.532439
0, 0.640092
1, 1.72796
0, 0.693834
1, 0.88386
1, 0.605347
0, 0.258645
1, 1.51984
1, 0.233775
1, 0.409686
1, 0.765755
1, 0.908894
1, 1.00979
1, 1.42061
0, 1.46066
1, 0.979362
1, 0.699528
0, 0.652359
1, 1.21953
1, 0.508529
0, 0.446263
1, 1.42881
1, 1.69918
0, 0.604231
1, 0.30229
1, 1.22399
0, 0.399218
1, 0.903504
1, 0.640197
1, 1.11738
1, 0.584478
0, 0.721706
1, 0.393941
1, 0.841772
1, 1.41483
0, 0.218595
1, 0.428663
1, 0.676772
1, 0.289087
1, 1.52388
1, 1.19343
1, 1.14926
1, 0.656961
1, 1.25648
1, 1.70284
1, 1.40495
1, 1.31051
1, 1.27347
1, 0.845947
0, 1.55
1, 0.87677
1, 1.40679
0, 0.365414
1, 0.556657
0, 0.478598
1, 1.58808
1, 0.796937
0, 0.86258
1, 1.66849
1, 1.574
1, 1.6309
0, 1.21296
1, 1.67365
0, 1.23813
1, 0.316177
0, 0.263057
1, 0.217265
1, 1.30087
1, 0.963444
1, 0.682647
1, 1.02906
1, 1.2544
0, 0.312476
0, 0.32884
1, 1.00532
1, 0.64968
0, 0.450933
1, 1.60012
1, 1.43927
0, 0.884373
1, 0.6175
0, 0.432403
0, 0.750788
1, 1.3235
0, 1.10967
1, 1.07459
1, 0.502408
0, 1.21139
1, 0.796217
0, 1.68129
1, 0.803927
1, 0.211021
1, 0.899579
0, 0.48373
0, 1.10845
1, 0.725676
1, 1.59681
1, 1.31116
1, 0.382896
1, 1.39913
1, 1.27752
0, 1.06547
1, 0.893735
1, 1.31181
1, 0.381281
1, 1.00255
1, 0.843431
1, 0.671859
0, 0.640752
0, 0.902542
1, 1.18151
1, 0.594712
0, 1.20803
0, 0.789238
0, 0.894476
1, 1.73422
0, 0.966244
1, 1.45221
1, 1.5062
1, 1.40094
1, 1.31204
0, 0.564551
1, 0.845016
1, 1.21878
1, 1.67238
1, 1.71051
1, 0.954442
1, 0.388531
0, 1.39847
0, 0.276269
1, 1.11518
1, 1.16149
1, 1.38639
1, 0.702614
1, 0.972667
0, 0.319464
0, 0.231017
1, 0.349547
1, 1.08241
1, 1.32877
1, 1.06364
0, 0.351594
0, 0.271677
1, 1.30959
1, 0.865876
1, 1.7049
1, 1.59057
1, 1.359
1, 1.56307
1, 1.68716
0, 0.397708
0, 0.253594
1, 0.320493
1, 0.333748
0, 0.688061
1, 1.03095
1, 0.290824
1, 0.702233
0, 0.879027
1, 0.212825
1, 1.60527
1, 0.446675
0, 0.649172
1, 0.555391
1, 0.45062
0, 0.666333
0, 0.820354
1, 1.3456
1, 1.03707
1, 1.61343
1, 1.69226
1, 0.469576
1, 1.54516
1, 1.54502
1, 0.673465
1, 0.285632
1, 0.418797
0, 0.661748
1, 0.386348
1, 1.28232
1, 0.310408
1, 1.08496
1, 1.4164
0, 0.542567
1, 1.29617
1, 0.709692
1, 1.62822
1, 0.561878
0, 0.873312
1, 1.46551
0, 1.26317
0, 0.63708
1, 1.34038
1, 0.533275
1, 0.943668
1, 0.628239
1, 1.44892
0, 0.640491
1, 1.25387
1, 0.44174
1, 1.65478
1, 0.234416
0, 0.278398
1, 1.04717
1, 0.848284
0, 0.415272
1, 1.32175
1, 0.608195
1, 0.524566
1, 1.7163
1, 0.427215
1, 0.770635
1, 0.223954
1, 1.624
1, 1.10162
1, 1.44995
0, 0.932764
0, 0.273686
1, 1.63021
0, 0.414089
1, 0.521758
1, 1.61058
0, 0.387231
1, 0.989972
0, 0.25482
0, 1.2812
0, 0.254316
1, 0.308424
1, 1.46658
1, 1.1002
1, 0.443821
1, 1.46891
1, 1.70996
1, 1.59043
0, 0.336707
1, 0.62622
1, 1.62382
1, 1.57575
1, 0.526834
1, 1.19297
1, 1.17339
1, 0.823236
0, 0.386224
0, 0.857148
0, 1.42535
1, 0.959249
1, 0.834034
1, 0.949009
1, 1.22795
0, 0.444656
1, 0.241573
1, 1.27632
0, 0.568649
1, 1.72689
