1, 0.330716, -0.320609
1, 0.358065, 0.718743
1, 0.497721, 1.11102
0, 0.21116, -0.363007
1, 0.285609, -0.388358
1, 0.358435, 1.1049
1, 0.207457, 1.08465
1, 0.862635, 1.11078
1, 0.793992, 0.126087
0, 0.349797, -0.0818514
1, 0.22348, 1.05697
0, 0.791983, -0.38386
1, 0.757822, 1.10955
1, 0.779853, 1.11121
1, 0.831125, 1.10997
1, 0.301421, 1.09714
1, 0.488597, 1.10877
1, 0.586649, -0.442948
0, 0.275082, 1.106
1, 0.27311, 1.05503
1, 0.324372, -0.345918
0, 0.525173, -0.153197
0, 0.430768, 1.10717
1, 0.773774, 1.00161
1, 0.231868, 1.08594
0, 0.595585, 0.673655
0, 0.395556, 1.06916
0, 0.586175, 1.11064
0, 0.274813, 1.11136
1, 0.288457, 1.10035
1, 0.476596, -0.43925
1, 0.290811, 0.968581
1, 0.427989, 1.00469
1, 0.719487, 1.04562
1, 0.617371, 1.09273
1, 0.248663, -0.454525
1, 0.419246, 1.03873
1, 0.413571, 1.11141
0, 0.686031, 0.869221
1, 0.20736, 0.825927
1, 0.712641, -0.353291
0, 0.511345, 1.10472
0, 0.538961, 1.03115
1, 0.631342, 1.11117
0, 0.250734, 1.11144
1, 0.452444, 1.10625
1, 0.771906, 1.11099
0, 0.319998, 1.10981
0, 0.650793, 1.11145
1, 0.837122, 1.10997
0, 0.501696, 1.0918
0, 0.506555, -0.369671
1, 0.808777, 1.08624
1, 0.83608, 1.10664
0, 0.208982, 0.505626
0, 0.494652, 0.22259
0, 0.407417, -0.0130576
0, 0.675437, 1.02403
1, 0.237131, 1.07527
1, 0.61556, -0.370145
1, 0.736667, 0.928785
0, 0.590675, 1.10377
1, 0.596433, 1.10863
1, 0.438903, 0.433862
1, 0.352347, -0.359031
1, 0.52045, 1.10002
1, 0.429114, 1.08676
0, 0.710034, -0.338336
1, 0.771289, -0.0110512
1, 0.322394, 0.887088
1, 0.65173, 1.10609
1, 0.370072, 0.993757
0, 0.263744, 1.11145
0, 0.39033, 1.11142
0, 0.416652, -0.368516
1, 0.456522, 1.08463
1, 0.48151, 1.10828
1, 0.27029, 1.01814
0, 0.654838, 1.09566
1, 0.284896, 1.10636
1, 0.42794, -0.459768
1, 0.264096, 1.06175
1, 0.612696, 0.90292
0, 0.268589, -0.389444
1, 0.686031, 1.11144
1, 0.59004, 1.10989
1, 0.82572, 1.07465
1, 0.287561, 1.0875
0, 0.682888, 1.10818
0, 0.871189, -0.311125
1, 0.681899, 1.02006
1, 0.245448, 0.807619
0, 0.542706, 1.0912
1, 0.570123, 1.06486
1, 0.66745, 0.424534
1, 0.696585, 1.06807
0, 0.548465, 1.06621
0, 0.214281, 1.09184
0, 0.248073, 1.1096
0, 0.38278, 0.979979
1, 0.711295, 1.10692
0, 0.433159, 0.554447
0, 0.52045, 0.914482
1, 0.40426, 1.10973
0, 0.277502, 1.09772
1, 0.718787, 1.1114
1, 0.550614, -0.314506
0, 0.777233, 0.94169
1, 0.221233, 1.06369
1, 0.314945, 0.947469
1, 0.754577, 0.996345
1, 0.774852, 1.09996
1, 0.673128, -0.391779
0, 0.555465, 0.0461486
0, 0.645765, 1.07801
1, 0.480531, 0.751139
0, 0.305062, 0.940173
1, 0.404588, 1.07187
0, 0.529279, 1.10335
1, 0.766506, 1.02207
0, 0.82572, 1.05431
0, 0.267144, -0.450023
1, 0.350588, 1.11113
1, 0.603369, 1.1097
1, 0.736698, 0.994782
1, 0.286352, 0.877967
1, 0.266484, 1.11146
1, 0.378466, 1.11102
0, 0.468786, 1.11089
0, 0.240064, -0.37195
1, 0.342097, 1.06611
1, 0.272801, 1.10673
0, 0.606429, 0.905678
0, 0.340424, 1.10219
0, 0.719937, 1.09674
1, 0.59004, 1.11083
1, 0.744098, -0.454308
1, 0.376496, 1.06438
1, 0.575807, 1.02267
0, 0.8334, 1.11107
1, 0.466718, 1.11066
0, 0.535886, 0.747496
0, 0.544931, -0.386586
0, 0.456992, -0.391052
0, 0.214006, 1.09177
1, 0.544724, 1.09191
1, 0.795241, 0.872673
1, 0.829656, 1.11049
1, 0.402602, 1.0808
0, 0.325109, -0.377538
0, 0.402164, 1.10717
1, 0.222785, 1.10106
1, 0.392945, 1.05206
1, 0.218458, 0.679077
1, 0.437015, 1.07923
0, 0.310242, 1.0998
1, 0.394914, 1.06717
0, 0.320568, 1.09393
1, 0.20421, 0.981697
1, 0.345459, 1.10992
0, 0.598893, 1.09436
0, 0.485378, 0.617578
1, 0.517805, 0.875288
1, 0.567293, 0.925589
0, 0.818104, 0.934577
0, 0.456553, 1.06926
0, 0.222134, 1.10501
1, 0.853817, 0.820806
0, 0.509661, -0.459885
0, 0.430841, 1.1103
